movie_name,movie_rating,movie_cast
Summer of 84,6.7,"Graham Verchere,Judah Lewis,Caleb Emery,Cory Gruter-Andrew"
The Guernsey Literary and Potato Peel Pie Society,7.4,"Jessica Brown Findlay,Tom Courtenay,Michiel Huisman,Katherine Parkinson"
King Kong,7.2,"Naomi Watts,Jack Black,Adrien Brody,Thomas Kretschmann"
How to Train Your Dragon,8.1,"Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,Craig Ferguson"
12 Strong,6.6,"Chris Hemsworth,Michael Shannon,Michael Peña,Navid Negahban"
Willow,7.3,"Val Kilmer,Joanne Whalley,Warwick Davis,Jean Marsh"
Diamonds Are Forever,6.7,"Sean Connery,Jill St. John,Charles Gray,Lana Wood"
The Hunger Games: Mockingjay - Part 2,6.6,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson"
Harry Potter and the Half-Blood Prince,7.6,"Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon"
Sherlock Holmes: A Game of Shadows,7.5,"Robert Downey Jr.,Jude Law,Jared Harris,Rachel McAdams"
The Green Inferno,5.3,"Lorenza Izzo,Ariel Levy,Aaron Burns,Kirby Bliss Blanton"
Jupiter Ascending,5.3,"Channing Tatum,Mila Kunis,Eddie Redmayne,Sean Bean"
A League of Their Own,7.2,"Tom Hanks,Geena Davis,Lori Petty,Madonna"
Logan Lucky,7.0,"Channing Tatum,Adam Driver,Daniel Craig,Farrah Mackenzie"
The Cabin in the Woods,7.0,"Kristen Connolly,Chris Hemsworth,Anna Hutchison,Fran Kranz"
10 Things I Hate About You,7.3,"Heath Ledger,Julia Stiles,Joseph Gordon-Levitt,Larisa Oleynik"
The First Purge,5.1,"Y'lan Noel,Lex Scott Davis,Joivan Wade,Steve Harris"
Spider-Man 2,7.3,"Tobey Maguire,Kirsten Dunst,Alfred Molina,James Franco"
Hot Tub Time Machine,6.4,"John Cusack,Rob Corddry,Craig Robinson,Clark Duke"
Shrek,7.9,"Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow"
The Firm,6.8,"Tom Cruise,Jeanne Tripplehorn,Gene Hackman,Hal Holbrook"
The Legend of Tarzan,6.3,"Alexander Skarsgård,Rory J. Saper,Christian Stevens,Christoph Waltz"
American Made,7.2,"Tom Cruise,Domhnall Gleeson,Sarah Wright,Jesse Plemons"
The Death and Life of John F. Donovan,6.3,"Kit Harington,Natalie Portman,Emily Hampshire,Jacob Tremblay"
Boogie Nights,7.9,"Mark Wahlberg,Julianne Moore,Burt Reynolds,Luis Guzmán"
Pretty Woman,7.0,"Richard Gere,Julia Roberts,Jason Alexander,Laura San Giacomo"
Ender's Game,6.6,"Harrison Ford,Asa Butterfield,Hailee Steinfeld,Abigail Breslin"
The Blind Side,7.7,"Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head"
Hell or High Water,7.6,"Chris Pine,Ben Foster,Jeff Bridges,Gil Birmingham"
Captain Fantastic,7.9,"Viggo Mortensen,George MacKay,Samantha Isler,Annalise Basso"
A Little Chaos,6.5,"Kate Winslet,Alan Rickman,Stanley Tucci,Matthias Schoenaerts"
Mortal Kombat,,
The Guilty,7.5,"Jakob Cedergren,Jessica Dinnage,Omar Shargawi,Johan Olsen"
Annabelle: Creation,6.5,"Anthony LaPaglia,Samara Lee,Miranda Otto,Brad Greenquist"
Ip Man 4,,"Scott Adkins,Donnie Yen,Kwok-Kwan Chan,Vanness Wu"
Hanna,6.8,"Saoirse Ronan,Cate Blanchett,Eric Bana,Vicky Krieps"
Van Helsing,6.1,"Hugh Jackman,Kate Beckinsale,Richard Roxburgh,Shuler Hensley"
Men in Black,7.3,"Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio"
The Huntsman: Winter's War,6.1,"Chris Hemsworth,Jessica Chastain,Charlize Theron,Emily Blunt"
The Thing,8.1,"Kurt Russell,Wilford Brimley,Keith David,Richard Masur"
All About Eve,8.3,"Bette Davis,Anne Baxter,George Sanders,Celeste Holm"
Remember Me,7.1,"Robert Pattinson,Emilie de Ravin,Caitlyn Rund,Moisés Acevedo"
Creed,7.6,"Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad"
You Were Never Really Here,6.8,"Joaquin Phoenix,Judith Roberts,Ekaterina Samsonov,John Doman"
Uncle Drew,5.7,"Kyrie Irving,Lil Rel Howery,Shaquille O'Neal,Chris Webber"
Only Lovers Left Alive,7.3,"Tilda Swinton,Tom Hiddleston,Mia Wasikowska,John Hurt"
Nacho Libre,5.7,"Jack Black,Ana de la Reguera,Héctor Jiménez,Darius Rose"
The Maze Runner,6.8,"Dylan O'Brien,Kaya Scodelario,Will Poulter,Thomas Brodie-Sangster"
Shoplifters,8.0,"Lily Franky,Sakura Andô,Kirin Kiki,Mayu Matsuoka"
Barry Lyndon,8.1,"Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger"
The Hitman's Bodyguard,6.9,"Ryan Reynolds,Samuel L. Jackson,Gary Oldman,Elodie Yung"
Warrior,8.2,"Tom Hardy,Nick Nolte,Joel Edgerton,Jennifer Morrison"
The Babysitter,6.3,"Judah Lewis,Samara Weaving,Robbie Amell,Hana Mae Lee"
Cars,7.1,"Owen Wilson,Bonnie Hunt,Paul Newman,Larry the Cable Guy"
Harry Potter and the Order of the Phoenix,7.5,"Daniel Radcliffe,Emma Watson,Rupert Grint,Brendan Gleeson"
The Purge,5.7,"Ethan Hawke,Lena Headey,Max Burkholder,Adelaide Kane"
Ocean's Eleven,7.8,"George Clooney,Brad Pitt,Julia Roberts,Matt Damon"
Kingsman: The Great Game,,"Aaron Taylor-Johnson,Matthew Goode,Gemma Arterton,Charles Dance"
Drive Angry,5.4,"Nicolas Cage,Amber Heard,William Fichtner,Billy Burke"
American Hustle,7.2,"Christian Bale,Amy Adams,Bradley Cooper,Jennifer Lawrence"
The Head Hunter,5.1,"Christopher Rygh,Cora Kaufman"
Legends of the Fall,7.5,"Brad Pitt,Anthony Hopkins,Aidan Quinn,Julia Ormond"
Close,5.6,"Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi,Sophie Nélisse"
Ghostbusters,5.2,"Melissa McCarthy,Kristen Wiig,Kate McKinnon,Leslie Jones"
Zero Dark Thirty,7.4,"Jessica Chastain,Joel Edgerton,Chris Pratt,Mark Strong"
The Vanishing,5.8,"Gerard Butler,Peter Mullan,Connor Swindells,Søren Malling"
Amélie,8.3,"Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta"
Major League,7.2,"Tom Berenger,Charlie Sheen,Corbin Bernsen,Margaret Whitton"
WarGames,7.1,"Matthew Broderick,Ally Sheedy,John Wood,Dabney Coleman"
True Romance,7.9,"Christian Slater,Patricia Arquette,Dennis Hopper,Val Kilmer"
Truth or Dare,5.1,"Lucy Hale,Tyler Posey,Violett Beane,Hayden Szeto"
Napoleon Dynamite,6.9,"Jon Heder,Efren Ramirez,Jon Gries,Aaron Ruell"
Vox Lux,6.0,"Natalie Portman,Jude Law,Stacy Martin,Jennifer Ehle"
Pacific Rim: Uprising,5.6,"John Boyega,Scott Eastwood,Cailee Spaeny,Burn Gorman"
Waiting...,6.8,"Ryan Reynolds,Anna Faris,John Francis Daley,Justin Long"
Ford v. Ferrari,,"Christian Bale,Matt Damon,Jon Bernthal,Caitriona Balfe"
The Lego Movie,7.8,"Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett"
Life,6.6,"Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Hiroyuki Sanada"
District 9,7.9,"Sharlto Copley,David James,Jason Cope,Nathalie Boltt"
The Wolverine,6.7,"Hugh Jackman,Will Yun Lee,Tao Okamoto,Rila Fukushima"
A.I. Artificial Intelligence,7.1,"Haley Joel Osment,Jude Law,Frances O'Connor,Sam Robards"
Clash of the Titans,5.8,"Sam Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng"
Trolls,6.5,"Anna Kendrick,Justin Timberlake,Zooey Deschanel,Christopher Mintz-Plasse"
I Feel Pretty,5.4,"Amy Schumer,Michelle Williams,Emily Ratajkowski,Tom Hopper"
Alice in Wonderland,6.5,"Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Anne Hathaway"
Lion,8.1,"Dev Patel,Nicole Kidman,Rooney Mara,Sunny Pawar"
The Faculty,6.5,"Jordana Brewster,Clea DuVall,Laura Harris,Josh Hartnett"
"Where'd You Go, Bernadette",,"Cate Blanchett,Kristen Wiig,Laurence Fishburne,Judy Greer"
The Room,3.7,"Tommy Wiseau,Juliette Danielle,Greg Sestero,Philip Haldiman"
There's Something About Mary,7.1,"Cameron Diaz,Matt Dillon,Ben Stiller,Lee Evans"
Z for Zachariah,6.0,"Chiwetel Ejiofor,Chris Pine,Margot Robbie"
The Man Who Killed Don Quixote,6.5,"José Luis Ferrer,Ismael Fritschi,Juan López-Tagle,Adam Driver"
Limitless,7.4,"Bradley Cooper,Anna Friel,Abbie Cornish,Robert De Niro"
Harry Potter and the Deathly Hallows: Part 1,7.7,"Daniel Radcliffe,Emma Watson,Rupert Grint,Bill Nighy"
Stuber,6.1,"Karen Gillan,Dave Bautista,Betty Gilpin,Natalie Morales"
Slaughterhouse Rulez,5.3,"Margot Robbie,Michael Sheen,Asa Butterfield,Simon Pegg"
Skin,6.0,"Jamie Bell,Danielle Macdonald,Daniel Henshall,Bill Camp"
Tangled,7.8,"Mandy Moore,Zachary Levi,Donna Murphy,Ron Perlman"
Vacation,6.1,"Ed Helms,Christina Applegate,Skyler Gisondo,Steele Stebbins"
Badla,8.1,"Amitabh Bachchan,Tapsee Pannu,Amrita Singh,Begonia Villalba"
Shrek 2,7.2,"Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews"
Conan the Barbarian,6.9,"Arnold Schwarzenegger,James Earl Jones,Max von Sydow,Sandahl Bergman"
Pride and Prejudice and Zombies,5.8,"Lily James,Sam Riley,Jack Huston,Bella Heathcote"
Rocky,8.1,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers"
The Great Wall,6.0,"Matt Damon,Tian Jing,Willem Dafoe,Andy Lau"
White Heat,8.2,"James Cagney,Virginia Mayo,Edmond O'Brien,Margaret Wycherly"
The Old Man & the Gun,6.8,"Robert Redford,Casey Affleck,Sissy Spacek,Danny Glover"
The Mask,6.9,"Jim Carrey,Cameron Diaz,Peter Riegert,Peter Greene"
The Rock,7.4,"Sean Connery,Nicolas Cage,Ed Harris,John Spencer"
Legion,5.2,"Paul Bettany,Dennis Quaid,Charles S. Dutton,Lucas Black"
The Invitation,6.7,"Logan Marshall-Green,Emayatzy Corinealdi,Michiel Huisman,Tammy Blanchard"
Rough Night,5.2,"Scarlett Johansson,Kate McKinnon,Zoë Kravitz,Ilana Glazer"
The Jungle Book,7.4,"Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba"
The Wedding Singer,6.8,"Adam Sandler,Drew Barrymore,Christine Taylor,Allen Covert"
Splice,5.7,"Adrien Brody,Sarah Polley,Delphine Chanéac,Brandon McGibbon"
King of Thieves,5.5,"Michael Caine,Jim Broadbent,Charlie Cox,Michael Gambon"
Them That Follow,6.1,"Kaitlyn Dever,Olivia Colman,Walton Goggins,Lewis Pullman"
Now You See Me,7.3,"Jesse Eisenberg,Common,Mark Ruffalo,Woody Harrelson"
The Hobbit: The Battle of the Five Armies,7.4,"Ian McKellen,Martin Freeman,Richard Armitage,Cate Blanchett"
The Lives of Others,8.4,"Ulrich Mühe,Martina Gedeck,Sebastian Koch,Ulrich Tukur"
Crash,7.8,"Don Cheadle,Sandra Bullock,Thandie Newton,Karina Arroyave"
The Conjuring 2,7.4,"Vera Farmiga,Patrick Wilson,Madison Wolfe,Frances O'Connor"
It Follows,6.9,"Maika Monroe,Keir Gilchrist,Olivia Luccardi,Lili Sepe"
I Remember Mama,8.2,"Irene Dunne,Barbara Bel Geddes,Oskar Homolka,Philip Dorn"
War of the Worlds,6.5,"Tom Cruise,Dakota Fanning,Tim Robbins,Miranda Otto"
Old School,7.1,"Luke Wilson,Vince Vaughn,Will Ferrell,Jeremy Piven"
Pineapple Express,7.0,"Seth Rogen,James Franco,Gary Cole,Danny McBride"
Caligula,5.3,"Malcolm McDowell,Peter O'Toole,Helen Mirren,Teresa Ann Savoy"
The Rocky Horror Picture Show,7.4,"Tim Curry,Susan Sarandon,Barry Bostwick,Richard O'Brien"
Fast & Furious 6,7.1,"Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez"
Children of Men,7.9,"Julianne Moore,Clive Owen,Chiwetel Ejiofor,Michael Caine"
Monty Python and the Holy Grail,8.3,"Graham Chapman,John Cleese,Eric Idle,Terry Gilliam"
Malèna,7.5,"Monica Bellucci,Giuseppe Sulfaro,Luciano Federico,Matilde Piana"
National Lampoon's Animal House,7.5,"John Belushi,Karen Allen,Tom Hulce,Stephen Furst"
Sister Act 2: Back in the Habit,5.5,"Whoopi Goldberg,Kathy Najimy,Maggie Smith,Barnard Hughes"
The Circle,5.3,"Emma Watson,Tom Hanks,John Boyega,Ellar Coltrane"
Apocalypto,7.8,"Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,Rudy Youngblood"
Atonement,7.8,"Keira Knightley,James McAvoy,Brenda Blethyn,Saoirse Ronan"
Mortal Kombat: Annihilation,3.7,"Robin Shou,Talisa Soto,James Remar,Sandra Hess"
War for the Planet of the Apes,7.5,"Andy Serkis,Woody Harrelson,Steve Zahn,Karin Konoval"
Life Itself,6.6,"Oscar Isaac,Olivia Wilde,Annette Bening,Mandy Patinkin"
The Edge of Seventeen,7.3,"Hailee Steinfeld,Haley Lu Richardson,Blake Jenner,Kyra Sedgwick"
Casablanca,8.5,"Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains"
The Kitchen,,"Elisabeth Moss,Tiffany Haddish,Domhnall Gleeson,Melissa McCarthy"
To the Bone,6.8,"Rebekah Kennedy,Lily Collins,Dana L. Wilson,Ziah Colon"
The House with a Clock in Its Walls,6.0,"Jack Black,Cate Blanchett,Owen Vaccaro,Kyle MacLachlan"
Starship Troopers,7.2,"Casper Van Dien,Denise Richards,Dina Meyer,Jake Busey"
Super 8,7.0,"Elle Fanning,AJ Michalka,Kyle Chandler,Joel Courtney"
Ben Is Back,6.7,"Julia Roberts,Lucas Hedges,Courtney B. Vance,Kathryn Newton"
Kick-Ass 2,6.6,"Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse,Jim Carrey"
